month,state,district,pincode,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,bio_total,demo_total,bio_demo_ratio,anomaly_flag
2025-01,Arunachal Pradesh,Tawang,22122938,33.0,129.0,654.0,438.0,1092.0,162.0,6.699386503067485,-1
2025-01,Arunachal Pradesh,Tirap,25265654,22.0,250.0,476.0,342.0,818.0,272.0,2.9963369963369964,1
2025-01,Arunachal Pradesh,Upper Siang,13454447,13.0,54.0,410.0,361.0,771.0,67.0,11.338235294117647,-1
2025-01,Arunachal Pradesh,Upper Subansiri,7120098,113.0,582.0,1377.0,1309.0,2686.0,695.0,3.8591954022988504,1
2025-01,Arunachal Pradesh,West Kameng,52144380,63.0,199.0,1262.0,2388.0,3650.0,262.0,13.87832699619772,-1
2025-01,Arunachal Pradesh,West Siang,31644876,130.0,1215.0,1292.0,914.0,2206.0,1345.0,1.638930163447251,1
2025-01,Assam,Bajali,16407932,3.0,42.0,0.0,2.0,2.0,45.0,0.043478260869565216,1
2025-01,Assam,Baksa,147674560,441.0,4939.0,7068.0,2618.0,9686.0,5380.0,1.8000371678126743,-1
2025-01,Assam,Barpeta,180484952,1650.0,16067.0,35917.0,11203.0,47120.0,17717.0,2.65944237498589,-1
2025-01,Assam,Biswanath,116057721,242.0,3044.0,3614.0,1574.0,5188.0,3286.0,1.5783389108609673,1
2025-01,Assam,Bongaigaon,110457212,1765.0,19235.0,13478.0,5724.0,19202.0,21000.0,0.9143374125041664,-1
2025-01,Assam,Cachar,436652431,1560.0,13173.0,22641.0,12821.0,35462.0,14733.0,2.406814171304466,-1
2025-01,Assam,Charaideo,73068695,175.0,2319.0,3064.0,1156.0,4220.0,2494.0,1.691382765531062,1
2025-01,Assam,Chirang,94779023,224.0,2096.0,10121.0,3673.0,13794.0,2320.0,5.943127962085308,-1
2025-01,Assam,Darrang,116850163,811.0,6850.0,8851.0,5187.0,14038.0,7661.0,1.8321587052988775,-1
2025-01,Assam,Dhemaji,96010787,599.0,6505.0,6289.0,3814.0,10103.0,7104.0,1.4219563687543983,-1
2025-01,Assam,Dhubri,195040883,2244.0,20619.0,25135.0,8708.0,33843.0,22863.0,1.4801871938418474,-1
2025-01,Assam,Dibrugarh,213842149,442.0,6501.0,9547.0,8954.0,18501.0,6943.0,2.6643145161290325,-1
2025-01,Assam,Dima Hasao,10255252,0.0,14.0,1.0,0.0,1.0,14.0,0.06666666666666667,1
2025-01,Assam,Goalpara,115904992,1824.0,13544.0,7560.0,4343.0,11903.0,15368.0,0.7744810983147895,-1
2025-01,Assam,Golaghat,151625731,654.0,9113.0,5129.0,4087.0,9216.0,9767.0,0.9434889434889435,-1
2025-01,Assam,Hailakandi,123753046,391.0,3336.0,7637.0,3094.0,10731.0,3727.0,2.8784871244635193,-1
2025-01,Assam,Hojai,89198292,802.0,7172.0,7837.0,6558.0,14395.0,7974.0,1.8050156739811911,-1
2025-01,Assam,Jorhat,230101105,371.0,5797.0,4940.0,2863.0,7803.0,6168.0,1.2648727508510293,-1
2025-01,Assam,Kamrup,299183184,750.0,9287.0,18242.0,6465.0,24707.0,10037.0,2.461346881848974,-1
2025-01,Assam,Kamrup Metro,308553768,658.0,6078.0,9189.0,7477.0,16666.0,6736.0,2.473801395279798,-1
2025-01,Assam,Karbi Anglong,161181662,755.0,7077.0,11084.0,5723.0,16807.0,7832.0,2.1456657730116175,-1
2025-01,Assam,Karimganj,230288924,703.0,6526.0,8246.0,5011.0,13257.0,7229.0,1.833609958506224,-1
2025-01,Assam,Kokrajhar,144136673,810.0,5479.0,12823.0,5023.0,17846.0,6289.0,2.837201907790143,-1
2025-01,Assam,Lakhimpur,141500764,668.0,10518.0,8385.0,5378.0,13763.0,11186.0,1.230267274515062,-1
2025-01,Assam,Majuli,37686097,69.0,638.0,1485.0,674.0,2159.0,707.0,3.0494350282485874,1
2025-01,Assam,Marigaon,120462028,1269.0,10114.0,11855.0,6416.0,18271.0,11383.0,1.6049718903724526,-1
2025-01,Assam,Nagaon,303504141,1922.0,23372.0,21472.0,31504.0,52976.0,25294.0,2.094326942083416,-1
2025-01,Assam,Nalbari,206268687,595.0,5324.0,6024.0,2184.0,8208.0,5919.0,1.3864864864864865,-1
2025-01,Assam,North Cachar Hills,48119349,84.0,781.0,944.0,612.0,1556.0,865.0,1.7967667436489607,1
2025-01,Assam,Sibsagar,177562994,187.0,1829.0,4310.0,1698.0,6008.0,2016.0,2.978681209717402,1
2025-01,Assam,Sonitpur,315243160,891.0,10916.0,9600.0,6061.0,15661.0,11807.0,1.3263042005420054,-1
2025-01,Assam,South Salmara Mankachar,38373374,517.0,8481.0,1344.0,825.0,2169.0,8998.0,0.24102678075341705,-1
2025-01,Assam,Sribhumi,63093241,9.0,170.0,2.0,14.0,16.0,179.0,0.08888888888888889,1
2025-01,Assam,Tamulpur District,11720435,1.0,38.0,0.0,3.0,3.0,39.0,0.075,1
2025-01,Assam,Tinsukia,229563811,557.0,8687.0,6991.0,4393.0,11384.0,9244.0,1.2313683071930774,-1
2025-01,Assam,Udalguri,178847368,399.0,5380.0,7985.0,4031.0,12016.0,5779.0,2.0788927335640137,-1
2025-01,Assam,West Karbi Anglong,21909228,67.0,383.0,424.0,712.0,1136.0,450.0,2.518847006651885,1
2025-01,Bihar,Araria,192218916,3045.0,37449.0,53189.0,53445.0,106634.0,40494.0,2.6332633658476357,-1
2025-01,Bihar,Arwal,110697001,619.0,6808.0,8291.0,11835.0,20126.0,7427.0,2.7094776521270867,-1
2025-01,Bihar,Aurangabad,285194829,3232.0,27095.0,31338.0,31614.0,62952.0,30327.0,2.0757056185702982,-1
2025-01,Bihar,Aurangabad(bh),17306737,2.0,37.0,3.0,6.0,9.0,39.0,0.225,1
2025-01,Bihar,Banka,254518308,2366.0,26332.0,35829.0,31839.0,67668.0,28698.0,2.357852189971776,-1
2025-01,Bihar,Begusarai,325001588,4044.0,32029.0,51780.0,49029.0,100809.0,36073.0,2.7945057382048013,-1
2025-01,Bihar,Bhabua,7370961,0.0,10.0,0.0,1.0,1.0,10.0,0.09090909090909091,1
2025-01,Bihar,Bhagalpur,304289952,6219.0,45672.0,50999.0,48345.0,99344.0,51891.0,1.914437678254837,-1
2025-01,Bihar,Bhojpur,401613530,3001.0,33132.0,26125.0,39077.0,65202.0,36133.0,1.8044501023966348,-1
2025-01,Bihar,Buxar,257480818,1857.0,19804.0,17038.0,20891.0,37929.0,21661.0,1.750946357677038,-1
2025-01,Bihar,Darbhanga,423544166,3226.0,35632.0,66252.0,72613.0,138865.0,38858.0,3.573560822460691,-1
2025-01,Bihar,East Champaran,411783061,4748.0,54366.0,66965.0,74208.0,141173.0,59114.0,2.388107925230483,-1
2025-01,Bihar,Gaya,327256251,6348.0,54001.0,64831.0,67098.0,131929.0,60349.0,2.1860646230323115,-1
2025-01,Bihar,Gopalganj,231391616,2395.0,26334.0,33579.0,36617.0,70196.0,28729.0,2.4432996867386008,-1
2025-01,Bihar,Jamui,119262592,1522.0,17082.0,28633.0,22793.0,51426.0,18604.0,2.7640956732061275,-1
2025-01,Bihar,Jehanabad,188314013,1114.0,10382.0,10771.0,13703.0,24474.0,11496.0,2.1287292337131425,-1
2025-01,Bihar,Kaimur (Bhabua),102373058,1026.0,10586.0,26103.0,26809.0,52912.0,11612.0,4.556273142168259,-1
2025-01,Bihar,Katihar,216999356,4388.0,45835.0,70197.0,72575.0,142772.0,50223.0,2.84270468302007,-1
2025-01,Bihar,Khagaria,155744460,1681.0,14500.0,26581.0,26774.0,53355.0,16181.0,3.297182054134223,-1
2025-01,Bihar,Kishanganj,92342532,2370.0,34280.0,34557.0,46590.0,81147.0,36650.0,2.2140460014733567,-1
2025-01,Bihar,Lakhisarai,89236352,871.0,9025.0,15465.0,16822.0,32287.0,9896.0,3.262301707588158,-1
2025-01,Bihar,Madhepura,184074906,1513.0,20273.0,36629.0,41586.0,78215.0,21786.0,3.589984853352917,-1
2025-01,Bihar,Madhubani,461713472,3722.0,45911.0,77623.0,84088.0,161711.0,49633.0,3.2580690655598983,-1
2025-01,Bihar,Monghyr,8112096,0.0,5.0,0.0,7.0,7.0,5.0,1.1666666666666667,1
2025-01,Bihar,Munger,109630601,1113.0,14929.0,14856.0,18616.0,33472.0,16042.0,2.0863928192981365,-1
2025-01,Bihar,Muzaffarpur,502556397,4869.0,47676.0,66968.0,74307.0,141275.0,52545.0,2.688596658166178,-1
2025-01,Bihar,Nalanda,291770180,2606.0,27433.0,34031.0,45208.0,79239.0,30039.0,2.6377829560585884,-1
2025-01,Bihar,Nawada,239111779,1670.0,19031.0,27872.0,32187.0,60059.0,20701.0,2.90112066467008,-1
2025-01,Bihar,Pashchim Champaran,23669108,0.0,32.0,14.0,48.0,62.0,32.0,1.878787878787879,1
2025-01,Bihar,Patna,605366862,5358.0,48337.0,67577.0,77139.0,144716.0,53695.0,2.6950983313468413,-1
2025-01,Bihar,Purba Champaran,16907447,0.0,16.0,3.0,9.0,12.0,16.0,0.7058823529411765,1
2025-01,Bihar,Purnea,41861534,3.0,69.0,781.0,2305.0,3086.0,72.0,42.273972602739725,-1
2025-01,Bihar,Purnia,269959684,2439.0,29219.0,81889.0,78475.0,160364.0,31658.0,5.065352664329259,-1
2025-01,Bihar,Rohtas,306885639,2443.0,22636.0,33642.0,38707.0,72349.0,25079.0,2.8847288676236045,-1
2025-01,Bihar,Saharsa,189178985,1791.0,21015.0,29178.0,47352.0,76530.0,22806.0,3.3555487350374884,-1
2025-01,Bihar,Samastipur,404578726,4752.0,48987.0,67571.0,71232.0,138803.0,53739.0,2.582861927800521,-1
2025-01,Bihar,Samstipur,16114370,0.0,9.0,3.0,10.0,13.0,9.0,1.3,1
2025-01,Bihar,Saran,514876158,4068.0,44389.0,41655.0,53944.0,95599.0,48457.0,1.972821825085641,-1
2025-01,Bihar,Sheikhpura,73818251,515.0,5540.0,9951.0,14503.0,24454.0,6055.0,4.0379788639365914,-1
2025-01,Bihar,Sheikpura,5677930,0.0,7.0,0.0,5.0,5.0,7.0,0.625,1
2025-01,Bihar,Sheohar,60717121,829.0,8397.0,8800.0,12717.0,21517.0,9226.0,2.3319605505581444,-1
2025-01,Bihar,Sitamarhi,258896809,4146.0,49770.0,59967.0,62781.0,122748.0,53916.0,2.276610345531094,-1
2025-01,Bihar,Siwan,442544154,2934.0,29679.0,35595.0,44729.0,80324.0,32613.0,2.4628687066903785,-1
2025-01,Bihar,Supaul,235909823,1811.0,31562.0,32269.0,42662.0,74931.0,33373.0,2.2451908671420866,-1
2025-01,Bihar,Vaishali,350304072,3917.0,41740.0,50010.0,63650.0,113660.0,45657.0,2.4893775461036403,-1
2025-01,Bihar,West Champaran,183433995,4684.0,47042.0,51963.0,57983.0,109946.0,51726.0,2.1255050553869355,-1
2025-01,Chandigarh,Chandigarh,44150683,10537.0,46476.0,41585.0,17959.0,59544.0,57013.0,1.0443750657733188,-1
2025-01,Chandigarh,Rupnagar,320110,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1
2025-01,Chhattisgarh,Balod,69780738,3180.0,29303.0,9965.0,36821.0,46786.0,32483.0,1.4402782908508804,-1
2025-01,Chhattisgarh,Baloda Bazar,107532675,2964.0,48071.0,18863.0,61704.0,80567.0,51035.0,1.5786307704365545,-1
2025-01,Chhattisgarh,Balrampur,43253239,1795.0,32074.0,6731.0,20908.0,27639.0,33869.0,0.8160318866253321,-1
2025-01,Chhattisgarh,Bastar,64739212,3118.0,27364.0,10026.0,41286.0,51312.0,30482.0,1.6832988879047337,-1
2025-01,Chhattisgarh,Bemetara,52076834,1540.0,25632.0,12701.0,53565.0,66266.0,27172.0,2.4386707393368416,-1
2025-01,Chhattisgarh,Bijapur,33622353,306.0,3505.0,6395.0,10564.0,16959.0,3811.0,4.448845750262329,-1
2025-01,Chhattisgarh,Bilaspur,141640497,6091.0,71316.0,23498.0,85387.0,108885.0,77407.0,1.40663755684167,-1
2025-01,Chhattisgarh,Dakshin Bastar Dantewada,40051356,381.0,862.0,3891.0,12496.0,16387.0,1243.0,13.17282958199357,-1
2025-01,Chhattisgarh,Dantewada,27197815,171.0,283.0,2437.0,9076.0,11513.0,454.0,25.303296703296702,-1
2025-01,Chhattisgarh,Dhamtari,64179143,1252.0,20462.0,8782.0,43201.0,51983.0,21714.0,2.3938752014736355,-1
2025-01,Chhattisgarh,Durg,147176835,5811.0,33869.0,22819.0,73326.0,96145.0,39680.0,2.422948010382803,-1
2025-01,Chhattisgarh,Gariyaband,77522992,150.0,5772.0,5466.0,21483.0,26949.0,5922.0,4.549890258315043,-1
2025-01,Chhattisgarh,Gaurela-pendra-marwahi,16338895,88.0,828.0,284.0,1389.0,1673.0,916.0,1.8244274809160306,1
2025-01,Chhattisgarh,Janjgir - Champa,4461058,2.0,5.0,0.0,11.0,11.0,7.0,1.375,1
2025-01,Chhattisgarh,Janjgir Champa,6938711,0.0,5.0,1.0,10.0,11.0,5.0,1.8333333333333333,1
2025-01,Chhattisgarh,Janjgir-champa,121925371,3351.0,52046.0,20752.0,84042.0,104794.0,55397.0,1.8916567385104155,-1
2025-01,Chhattisgarh,Jashpur,89821287,3927.0,31114.0,9753.0,29954.0,39707.0,35041.0,1.1331259631299584,-1
2025-01,Chhattisgarh,Kabeerdham,22618095,1642.0,14935.0,4781.0,10926.0,15707.0,16577.0,0.9474604898057667,-1
2025-01,Chhattisgarh,Kanker,77148784,773.0,6669.0,6559.0,21339.0,27898.0,7442.0,3.7482198038425367,-1
2025-01,Chhattisgarh,Kawardha,26059780,1788.0,32677.0,7637.0,24835.0,32472.0,34465.0,0.942145882899089,-1
2025-01,Chhattisgarh,Khairagarh Chhuikhadan Gandai,13279121,192.0,1559.0,92.0,714.0,806.0,1751.0,0.4600456621004566,1
2025-01,Chhattisgarh,Kondagaon,37070297,1677.0,33769.0,5766.0,26223.0,31989.0,35446.0,0.9024459051541739,-1
2025-01,Chhattisgarh,Korba,108521441,4042.0,46448.0,18921.0,44517.0,63438.0,50490.0,1.2564219365827574,-1
2025-01,Chhattisgarh,Koriya,74622116,816.0,10213.0,8157.0,27266.0,35423.0,11029.0,3.2115140525838624,-1
2025-01,Chhattisgarh,Mahasamund,46868046,5753.0,89740.0,12505.0,50902.0,63407.0,95493.0,0.6639893605880998,-1
2025-01,Chhattisgarh,ManendragarhChirmiriBharatpur,1492347,0.0,0.0,44.0,268.0,312.0,0.0,312.0,-1
2025-01,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,13929932,7.0,100.0,2.0,20.0,22.0,107.0,0.2037037037037037,1
2025-01,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1966231,15.0,56.0,0.0,1.0,1.0,71.0,0.013888888888888888,1
2025-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,21628072,1312.0,5562.0,733.0,3033.0,3766.0,6874.0,0.5477818181818181,1
2025-01,Chhattisgarh,Mungeli,42587777,1930.0,37579.0,9777.0,32639.0,42416.0,39509.0,1.0735509997468995,-1
2025-01,Chhattisgarh,Narayanpur,6925254,1358.0,10906.0,3078.0,10584.0,13662.0,12264.0,1.1139013452914799,-1
2025-01,Chhattisgarh,Raigarh,102233973,2662.0,27349.0,15422.0,73504.0,88926.0,30011.0,2.9630147940823672,-1
2025-01,Chhattisgarh,Raipur,204480342,7612.0,75330.0,23483.0,86783.0,110266.0,82942.0,1.3294189985893927,-1
2025-01,Chhattisgarh,Rajnandgaon,86031163,5843.0,89178.0,20160.0,72313.0,92473.0,95021.0,0.9731746332428279,-1
2025-01,Chhattisgarh,Sakti,33706657,136.0,1061.0,421.0,2604.0,3025.0,1197.0,2.525041736227045,1
2025-01,Chhattisgarh,Sarangarh-Bilaigarh,18316830,12.0,171.0,6.0,69.0,75.0,183.0,0.4076086956521739,1
2025-01,Chhattisgarh,Sukma,22235199,275.0,1593.0,5638.0,10295.0,15933.0,1868.0,8.524879614767256,-1
2025-01,Chhattisgarh,Surajpur,62151689,773.0,10187.0,7434.0,30591.0,38025.0,10960.0,3.469117781224341,-1
2025-01,Chhattisgarh,Surguja,75062613,4838.0,52710.0,9628.0,33503.0,43131.0,57548.0,0.749465672731064,-1
2025-01,Chhattisgarh,Uttar Bastar Kanker,65770867,150.0,1536.0,2343.0,14197.0,16540.0,1686.0,9.804386484884411,-1
2025-01,Dadra & Nagar Haveli,Dadra & Nagar Haveli,3169803,0.0,2.0,30.0,248.0,278.0,2.0,92.66666666666667,-1
2025-01,Dadra and Nagar Haveli,Dadra and Nagar Haveli,17037717,226.0,1612.0,6100.0,11083.0,17183.0,1838.0,9.343665035345296,-1
2025-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,5547198,4.0,33.0,446.0,1196.0,1642.0,37.0,43.21052631578947,-1
2025-01,Dadra and Nagar Haveli and Daman and Diu,Daman,6735600,35.0,613.0,160.0,271.0,431.0,648.0,0.6640986132511556,1
2025-01,Dadra and Nagar Haveli and Daman and Diu,Diu,2537890,35.0,157.0,1.0,2.0,3.0,192.0,0.015544041450777202,1
2025-01,Daman & Diu,Daman,8716720,2.0,21.0,250.0,720.0,970.0,23.0,40.416666666666664,-1
2025-01,Daman & Diu,Diu,4713090,0.0,2.0,85.0,345.0,430.0,2.0,143.33333333333334,-1
2025-01,Daman and Diu,Daman,11886440,20.0,205.0,1464.0,1037.0,2501.0,225.0,11.06637168141593,-1
2025-01,Daman and Diu,Diu,9063590,3.0,1.0,1071.0,693.0,1764.0,4.0,352.8,-1
2025-01,Delhi,Central Delhi,12432035,2874.0,30156.0,16450.0,22366.0,38816.0,33030.0,1.175138506251703,-1
2025-01,Delhi,East Delhi,14859530,20762.0,124366.0,37101.0,51700.0,88801.0,145128.0,0.6118763307126763,-1
2025-01,Delhi,Najafgarh,770301,0.0,3.0,38.0,556.0,594.0,3.0,148.5,-1
2025-01,Delhi,New Delhi,3630387,302.0,1784.0,1680.0,1473.0,3153.0,2086.0,1.5107810253953042,1
2025-01,Delhi,North Delhi,6932483,7284.0,60045.0,17120.0,25282.0,42402.0,67329.0,0.6297638496955295,-1
2025-01,Delhi,North East,3742735,37.0,3293.0,1680.0,34292.0,35972.0,3330.0,10.799159411588112,-1
2025-01,Delhi,North East Delhi,6934583,20543.0,84751.0,52716.0,46267.0,98983.0,105294.0,0.9400541336245786,-1
2025-01,Delhi,North West Delhi,27734387,30477.0,202196.0,90935.0,144654.0,235589.0,232673.0,1.0125282584216544,-1
2025-01,Delhi,Shahdara,6494135,3855.0,16758.0,2155.0,4060.0,6215.0,20613.0,0.3014941302027748,-1
